,Age,Gender,Race,Offenses Severity,Arrest Day of Week,Arrest Date,Arrest Month,Arrest Year,Temperature,Weather Condition,Incident Location,Incident Latitude,Incident Longitude,Incident Neighborhood,Incident Zone
2124,31.0,F,B,M,Wednesday,23,November,2016,44.73,Clear,"Eymard ST Pittsburgh, PA 15221",40.46033,-79.87290254,East Hills,5
2125,30.0,M,B,M,Wednesday,23,November,2016,44.73,Clear,"Eymard ST Pittsburgh, PA 15221",40.46033,-79.87290254,East Hills,5
2126,51.0,F,B,M,Wednesday,23,November,2016,44.73,Clear,"Arlington AV & Climax ST Pittsburgh, PA 15210",40.42004578,-79.99050162,Allentown,3
2127,18.0,M,B,F,Wednesday,23,November,2016,44.73,Clear,"400 Block Daytona ST Pittsburgh, PA 15210",40.41086978,-79.99489533,Knoxville,3
2128,19.0,M,B,M,Thursday,24,November,2016,51.46,Overcast,"700 Block Industry ST Pittsburgh, PA 15210",40.42072615,-79.99577697,Allentown,3
2129,36.0,F,B,M,Thursday,24,November,2016,51.46,Overcast,"70 Block Allen ST Pittsburgh, PA 15210",40.42178793,-79.99366569,Allentown,3
2130,25.0,M,B,F,Thursday,24,November,2016,51.46,Overcast,"100 Block Laclede ST Pittsburgh, PA 15211",40.42303766,-80.00307666,Mount Washington,3
2131,20.0,M,W,F,Thursday,24,November,2016,51.46,Overcast,"100 Block Laclede ST Pittsburgh, PA 15211",40.42303766,-80.00307666,Mount Washington,3
2132,29.0,F,W,M,Thursday,24,November,2016,51.46,Overcast,"300 Block E North AV Pittsburgh, PA 15212",40.45494869,-80.00964027,Central North Side,1
2133,23.0,F,B,M,Thursday,24,November,2016,51.46,Overcast,"1500 Block E Carson ST Pittsburgh, PA 15203",40.42868483,-79.98330671,South Side Flats,3
2134,21.0,M,H,M,Thursday,24,November,2016,51.46,Overcast,"S 15th ST & E Carson ST Pittsburgh, PA 15203",40.42881518,-79.98342493,South Side Flats,3
2135,21.0,M,W,M,Thursday,24,November,2016,51.46,Overcast,"1500 Block E Carson ST Pittsburgh, PA 15203",40.42868483,-79.98330671,South Side Flats,3
2136,23.0,M,B,M,Thursday,24,November,2016,51.46,Overcast,"Penn AV & 13th ST Pittsburgh, PA 15222",40.44653788,-79.99114794,Strip District,2
2137,24.0,M,O,M,Thursday,24,November,2016,51.46,Overcast,"2500 Block West Liberty AV Pittsburgh, PA 15226",40.39918465,-80.02549344,Beechview,6
2138,19.0,F,B,M,Friday,25,November,2016,45.68,Overcast,"5100 Block Hillcrest ST Pittsburgh, PA 15224",40.46849763,-79.94187888,Garfield,5
2139,38.0,M,W,M,Friday,25,November,2016,45.68,Overcast,"800 Block E Warrington AV Pittsburgh, PA 15210",40.42153188,-79.99357756,Allentown,3
2140,25.0,M,W,M,Friday,25,November,2016,45.68,Overcast,"1700 Block Broadway AV Pittsburgh, PA 15216",40.40847144,-80.025281,Beechview,6
2141,28.0,M,B,M,Friday,25,November,2016,45.68,Overcast,"Schenley AV & Fern CIR Pittsburgh, PA 15224",40.47225969,-79.93759682,Garfield,5
2142,27.0,F,B,F,Friday,25,November,2016,45.68,Overcast,"RACE ST & Collier ST ALLEGHENY COUNTY, PA 15208",40.45784845,-79.89133362,Outside City,OSC
2143,18.0,M,B,M,Friday,25,November,2016,45.68,Overcast,"1400 Block Washington BL Pittsburgh, PA 15206",40.47045991,-79.90854001,Highland Park,5
2144,35.0,M,W,M,Friday,25,November,2016,45.68,Overcast,"2300 Block Candace ST Pittsburgh, PA 15216",40.40253191,-80.03214670000001,Beechview,6
2145,52.0,M,W,M,Friday,25,November,2016,45.68,Overcast,"Eboda WY & Minton ST Pittsburgh, PA 15204",40.45811041,-80.05009919,Sheraden,6
2146,25.0,M,W,F,Friday,25,November,2016,45.68,Overcast,"200 Block Vineland ST Pittsburgh, PA 15234",40.38660951,-79.99807691,Overbrook,3
2147,28.0,M,B,M,Friday,25,November,2016,45.68,Overcast,"1500 Block Brighton PL Pittsburgh, PA 15233",40.45651505,-80.01651556,California-Kirkbride,1
2148,76.0,M,B,M,Friday,25,November,2016,45.68,Overcast,"900 Block Liberty AV Pittsburgh, PA 15222",40.44288811,-79.99793652,Central Business District,2
2149,43.0,F,W,M,Friday,25,November,2016,45.68,Overcast,"4000 Block Haldane ST Pittsburgh, PA 15207",40.42531897,-79.94328155,Greenfield,4
2150,23.0,F,B,M,Friday,25,November,2016,45.68,Overcast,"Perrysville AV & Federal ST Pittsburgh, PA 15212",40.46119037,-80.00875585,Central North Side,1
2151,34.0,M,B,M,Friday,25,November,2016,45.68,Overcast,"Perrysville AV & Federal ST Pittsburgh, PA 15212",40.46119037,-80.00875585,Central North Side,1
2152,57.0,M,B,F,Friday,25,November,2016,45.68,Overcast,"N Negley AV & Rippey ST Pittsburgh, PA 15206",40.46662742,-79.92879029999999,Garfield,5
2153,56.0,M,B,M,Friday,25,November,2016,45.68,Overcast,"7300 Block Hamilton AV Pittsburgh, PA 15208",40.45401652,-79.89564429,Homewood South,5
2154,17.0,M,B,M,Saturday,26,November,2016,40.13,Overcast,"5800 Block East Liberty BL Pittsburgh, PA 15206",40.46681633,-79.92523163,East Liberty,5
2155,23.0,M,B,M,Saturday,26,November,2016,40.13,Overcast,"1200 Block Dickson ST Pittsburgh, PA 15212",40.47025566,-80.02806931,Marshall-Shadeland,1
2156,31.0,F,B,M,Saturday,26,November,2016,40.13,Overcast,"5900 Block S Centre AV Pittsburgh, PA 15206",40.4591906,-79.92740885,Shadyside,4
2157,22.0,M,W,M,Saturday,26,November,2016,40.13,Overcast,"3500 Block Campus ST Pittsburgh, PA 15212",40.47966838,-80.02915665,Brighton Heights,1
2158,31.0,M,B,M,Saturday,26,November,2016,40.13,Overcast,"3200 Block Lecky AV Pittsburgh, PA 15212",40.47390774,-80.03441024,Marshall-Shadeland,1
2159,27.0,M,B,M,Saturday,26,November,2016,40.13,Overcast,"1500 Block E Carson ST Pittsburgh, PA 15203",40.42868483,-79.98330671,South Side Flats,3
2160,25.0,M,B,M,Saturday,26,November,2016,40.13,Overcast,"200 Block Oak Hill DR Pittsburgh, PA 15213",40.44018549,-79.96969240000001,Terrace Village,2
2161,22.0,F,W,M,Saturday,26,November,2016,40.13,Overcast,"2300 Block Birtley AV Pittsburgh, PA 15226",40.39971914,-80.01787837,Brookline,6
2162,30.0,M,B,F,Saturday,26,November,2016,40.13,Overcast,"2200 Block Spring ST Pittsburgh, PA 15210",40.41624654,-79.97602255,Arlington,3
2163,30.0,F,W,M,Saturday,26,November,2016,40.13,Overcast,"100 Block Art Rooney AV Pittsburgh, PA 15212",40.44631465,-80.01631623,North Shore,1
2164,37.0,M,A,M,Saturday,26,November,2016,40.13,Overcast,"100 Block Art Rooney AV Pittsburgh, PA 15212",40.44631465,-80.01631623,North Shore,1
2165,24.0,M,W,M,Saturday,26,November,2016,40.13,Overcast,"100 Block Art Rooney AV Pittsburgh, PA 15212",40.44631465,-80.01631623,North Shore,1
2166,23.0,M,W,M,Saturday,26,November,2016,40.13,Overcast,"100 Block Art Rooney AV Pittsburgh, PA 15212",40.44631465,-80.01631623,North Shore,1
2167,31.0,M,B,M,Saturday,26,November,2016,40.13,Overcast,"1800 Block Centre AV Pittsburgh, PA 15219",40.44191944,-79.98289274,Crawford-Roberts,2
2168,23.0,M,B,M,Saturday,26,November,2016,40.13,Overcast,"600 Block Wood ST Pittsburgh, PA 15222",40.44209205,-79.99942351,Central Business District,2
2169,31.0,M,B,M,Saturday,26,November,2016,40.13,Overcast,"West End BRDG & West End CIR Pittsburgh, PA 15220",0.0,0.0,West End,6
2170,46.0,M,W,M,Saturday,26,November,2016,40.13,Overcast,"S Main ST & Greenleaf ST Pittsburgh, PA 15220",40.44355574,-80.02815717,Duquesne Heights,3
2171,36.0,M,W,F,Saturday,26,November,2016,40.13,Overcast,"100 Block Capital AV Pittsburgh, PA 15226",40.40527753,-80.01875703,Brookline,6
2172,24.0,M,W,M,Saturday,26,November,2016,40.13,Overcast,"300 Block North Shore DR Pittsburgh, PA 15212",40.45494869,-80.00964027,North Shore,1
2173,32.0,M,W,M,Saturday,26,November,2016,40.13,Overcast,"4600 Block Mt Troy Ext RD Pittsburgh, PA 15214",40.49633659,-80.00388682,Summer Hill,1
2174,23.0,M,B,F,Sunday,27,November,2016,43.34,Overcast,"1700 Block Belleau DR Pittsburgh, PA 15212",40.46030258,-80.00698007,Fineview,1
2175,23.0,M,B,F,Sunday,27,November,2016,43.34,Overcast,"2700 Block Leland ST Pittsburgh, PA 15214",40.47259602,-80.01262097,Perry South,1
2176,21.0,M,B,M,Sunday,27,November,2016,43.34,Overcast,"100 Block Rhine PL Pittsburgh, PA 15212",40.4667862,-79.99409859,Spring Hill-City View,1
2177,63.0,M,B,M,Sunday,27,November,2016,43.34,Overcast,"5th AV & Wyandotte ST Pittsburgh, PA 15219",40.43822896,-79.97754462,Bluff,2
2178,30.0,M,W,F,Sunday,27,November,2016,43.34,Overcast,"300 Block 6th AV Pittsburgh, PA 15222",40.44165074,-79.99945175,Central Business District,2
2179,29.0,M,B,F,Sunday,27,November,2016,43.34,Overcast,"3100 Block Terrace ST Pittsburgh, PA 15213",40.43987116,-79.96742805,West Oakland,4
2180,53.0,F,B,M,Sunday,27,November,2016,43.34,Overcast,"5th AV & Wyandotte ST Pittsburgh, PA 15219",40.43822896,-79.97754462,Bluff,2
2181,30.0,M,W,M,Sunday,27,November,2016,43.34,Overcast,"5200 Block Lytle ST Pittsburgh, PA 15207",40.40503459,-79.94517602,Hazelwood,4
2182,29.0,F,W,M,Sunday,27,November,2016,43.34,Overcast,"400 Block Herschel ST Pittsburgh, PA 15220",40.43793112,-80.03730891,Elliott,6
2183,27.0,M,W,M,Sunday,27,November,2016,43.34,Overcast,"400 Block Herschel ST Pittsburgh, PA 15220",40.43793112,-80.03730891,Elliott,6
2184,24.0,F,W,M,Sunday,27,November,2016,43.34,Overcast,"Lemington AV & Wardsons ST Pittsburgh, PA 15206",40.471406200000004,-79.89819453,Lincoln-Lemington-Belmar,5
2185,21.0,M,W,M,Sunday,27,November,2016,43.34,Overcast,"500 Block Brushton AV Pittsburgh, PA 15221",40.44995471,-79.89088785,Homewood South,5
2186,23.0,M,W,F,Sunday,27,November,2016,43.34,Overcast,"1500 Block E Carson ST Pittsburgh, PA 15203",40.42868483,-79.98330671,South Side Flats,3
2187,26.0,M,W,M,Sunday,27,November,2016,43.34,Overcast,"5400 Block Walnut ST Pittsburgh, PA 15232",40.45058849,-79.93546217,Bluff,4
2188,24.0,M,W,M,Sunday,27,November,2016,43.34,Overcast,"Beaver AV & Pennsylvania AV Pittsburgh, PA 15233",40.45328208,-80.02901051,Chateau,1
2189,25.0,M,W,M,Sunday,27,November,2016,43.34,Overcast,"4000 Block Butler ST Pittsburgh, PA 15201",40.46869308,-79.96167739,Central Lawrenceville,2
2190,25.0,M,W,M,Monday,28,November,2016,47.26,Mostly Cloudy,"700 Block Brookline BL Pittsburgh, PA 15226",40.39458318,-80.0216923,Brookline,6
2191,15.0,M,B,M,Monday,28,November,2016,47.26,Mostly Cloudy,"Ravilla AV & Azur WY Pittsburgh, PA 15210",40.38836034,-79.98688248,Carrick,3
2192,16.0,M,B,F,Monday,28,November,2016,47.26,Mostly Cloudy,"70 Block Estella AV Pittsburgh, PA 15211",40.42319456,-80.00107057,Mount Washington,3
2193,21.0,M,B,F,Monday,28,November,2016,47.26,Mostly Cloudy,"200 Block Tipton ST Pittsburgh, PA 15207",40.40798601,-79.94158116,Hazelwood,4
2194,53.0,M,B,F,Monday,28,November,2016,47.26,Mostly Cloudy,"300 Block Blvd Of The Allies Pittsburgh, PA 15222",40.43809116,-80.00185334,Central Business District,2
2195,27.0,F,W,F,Monday,28,November,2016,47.26,Mostly Cloudy,"600 Block Smithfield ST Pittsburgh, PA 15219",40.44152525,-79.99740551,Central Business District,2
2196,30.0,M,B,F,Monday,28,November,2016,47.26,Mostly Cloudy,"900 Block Sarah ST Pittsburgh, PA 15203",40.42774965,-79.98919082,South Side Flats,3
2197,52.0,M,B,M,Monday,28,November,2016,47.26,Mostly Cloudy,"800 Block Middle ST Pittsburgh, PA 15212",40.45459396,-79.99932356,East Allegheny,1
2198,11.0,M,W,F,Monday,28,November,2016,47.26,Mostly Cloudy,"2300 Block BRIGHTON RD PITTSBURGH, PA 15212",40.46472734,-80.02383854,Marshall-Shadeland,1
2199,37.0,M,W,M,Monday,28,November,2016,47.26,Mostly Cloudy,"Washington PL & Centre AV Pittsburgh, PA 15219",40.440468,-79.99153026,Central Business District,2
2200,29.0,M,B,M,Monday,28,November,2016,47.26,Mostly Cloudy,"40 Block Carrick AV Pittsburgh, PA 15210",40.38840967,-79.98243227,Carrick,3
2201,55.0,M,B,M,Monday,28,November,2016,47.26,Mostly Cloudy,"Liberty AV & Market ST Pittsburgh, PA 15222",40.44192378,-80.00179440000001,Central Business District,2
2202,67.0,M,B,F,Monday,28,November,2016,47.26,Mostly Cloudy,"300 Block Cedar AV Pittsburgh, PA 15212",40.45089272,-80.00084389,East Allegheny,1
2203,43.0,F,O,F,Monday,28,November,2016,47.26,Mostly Cloudy,"300 Block Cedar AV Pittsburgh, PA 15212",40.45089272,-80.00084389,East Allegheny,1
2204,25.0,F,B,F,Monday,28,November,2016,47.26,Mostly Cloudy,"6200 Block Penn AV Pittsburgh, PA 15206",40.46059432,-79.92271679,East Liberty,5
2205,21.0,M,B,M,Monday,28,November,2016,47.26,Mostly Cloudy,"Rhine ST & Rhine PL Pittsburgh, PA 15212",40.46681659,-79.99416871,Spring Hill-City View,1
2206,54.0,M,W,M,Monday,28,November,2016,47.26,Mostly Cloudy,"1800 Block Montier ST Wilkinsburg, PA 15221",40.44720128,-79.869508,Bluff,OSC
2207,35.0,M,W,M,Monday,28,November,2016,47.26,Mostly Cloudy,"2900 Block Sheraden BL Pittsburgh, PA 15204",40.45336760000001,-80.05405784,Sheraden,6
2208,27.0,M,B,F,Tuesday,29,November,2016,59.9,Overcast,"1800 Block E Carson ST Pittsburgh, PA 15203",40.42847887,-79.9802658,South Side Flats,3
2209,59.0,M,B,F,Tuesday,29,November,2016,59.9,Overcast,"1000 Block Liberty AV Pittsburgh, PA 15222",40.44341104,-79.99461254,Central Business District,2
2210,31.0,M,B,M,Tuesday,29,November,2016,59.9,Overcast,"2nd AV & Brady ST Pittsburgh, PA 15219",40.43580697,-79.97263218,Bluff,2
2211,25.0,M,B,M,Tuesday,29,November,2016,59.9,Overcast,"800 Block Mt Pleasant RD Pittsburgh, PA 15214",40.47574398,-79.99947307,Northview Heights,1
2212,22.0,M,W,M,Tuesday,29,November,2016,59.9,Overcast,"1000 Block Goehring ST Pittsburgh, PA 15212",40.46014347,-79.99497006,East Allegheny,1
2213,49.0,M,B,M,Tuesday,29,November,2016,59.9,Overcast,"1300 Block Round Top ST Pittsburgh, PA 15205",40.44119485,-80.05686973,Crafton Heights,6
2214,17.0,M,B,M,Tuesday,29,November,2016,59.9,Overcast,"1300 Block Round Top ST Pittsburgh, PA 15205",40.44119485,-80.05686973,Crafton Heights,6
2215,35.0,F,B,M,Tuesday,29,November,2016,59.9,Overcast,"Market SQ Pittsburgh, PA 15222",40.4406135,-80.00302865,Central Business District,2
2216,24.0,M,B,M,Tuesday,29,November,2016,59.9,Overcast,"500 Block Brushton AV Pittsburgh, PA 15221",40.44995471,-79.89088785,Homewood South,5
2217,24.0,M,W,F,Tuesday,29,November,2016,59.9,Overcast,"30 Block Stewart AV Pittsburgh, PA 15227",40.38282914,-79.97816972,Carrick,3
2218,13.0,F,B,F,Tuesday,29,November,2016,59.9,Overcast,"50 Block MONTGOMERY PL PITTSBURGH, PA 15212",40.45480329,-80.00496104,Allegheny Center,1
2219,14.0,F,B,F,Tuesday,29,November,2016,59.9,Overcast,"50 Block MONTGOMERY PL PITTSBURGH, PA 15212",40.45480329,-80.00496104,Allegheny Center,1
2220,13.0,F,B,F,Tuesday,29,November,2016,59.9,Overcast,"50 Block MONTGOMERY PL PITTSBURGH, PA 15212",40.45480329,-80.00496104,Allegheny Center,1
2221,13.0,F,B,F,Tuesday,29,November,2016,59.9,Overcast,"50 Block MONTGOMERY PL PITTSBURGH, PA 15212",40.45480329,-80.00496104,Allegheny Center,1
2222,14.0,M,B,M,Tuesday,29,November,2016,59.9,Overcast,"50 Block MONTGOMERY PL PITTSBURGH, PA 15212",40.45480329,-80.00496104,Allegheny Center,1
2223,16.0,F,U,M,Tuesday,29,November,2016,59.9,Overcast,"900 Block BRUSHTON AV PITTSBURGH, PA 15208",40.45552397,-79.88801848,Homewood North,5
2224,27.0,M,W,M,Tuesday,29,November,2016,59.9,Overcast,"700 Block Bellefonte ST Pittsburgh, PA 15232",40.45224989,-79.93477812,Shadyside,4
2225,48.0,M,B,F,Tuesday,29,November,2016,59.9,Overcast,"100 Block Washington PL Pittsburgh, PA 15219",40.44096339,-79.99195588,Central Business District,2
2226,29.0,M,B,M,Tuesday,29,November,2016,59.9,Overcast,"2000 Block De Ruad ST Pittsburgh, PA 15219",40.45167392,-80.04190688,West Oakland,4
2227,64.0,M,B,M,Tuesday,29,November,2016,59.9,Overcast,"400 Block Parklow ST Pittsburgh, PA 15210",40.41293504,-79.99557809999999,Knoxville,3
2228,33.0,M,W,M,Tuesday,29,November,2016,59.9,Overcast,"1500 Block Berkshire AV Pittsburgh, PA 15226",40.38755688,-80.01344353,Brookline,6
2229,28.0,M,W,M,Tuesday,29,November,2016,59.9,Overcast,"6700 Block Frankstown AV Pittsburgh, PA 15208",40.45860843,-79.90800266,Homewood West,5
2230,27.0,F,W,M,Tuesday,29,November,2016,59.9,Overcast,"6700 Block Frankstown AV Pittsburgh, PA 15208",40.45860843,-79.90800266,Homewood West,5
2231,52.0,M,B,M,Tuesday,29,November,2016,59.9,Overcast,"Climax ST & Curtin AV Pittsburgh, PA 15210",40.41998474,-79.99887161,Beltzhoover,3
2232,45.0,M,B,M,Tuesday,29,November,2016,59.9,Overcast,"Climax ST & Curtin AV Pittsburgh, PA 15210",40.41998474,-79.99887161,Beltzhoover,3
2233,22.0,M,B,F,Tuesday,29,November,2016,59.9,Overcast,"6800 Block Thomas BL Pittsburgh, PA 15208",40.45372378,-79.90902003,Point Breeze North,4
2234,23.0,M,B,F,Tuesday,29,November,2016,59.9,Overcast,"800 Block Brushton AV Pittsburgh, PA 15221",40.45461029,-79.88837848,Homewood South,5
2235,24.0,M,B,F,Tuesday,29,November,2016,59.9,Overcast,"800 Block Brushton AV Pittsburgh, PA 15221",40.45461029,-79.88837848,Homewood South,5
2236,24.0,F,W,M,Tuesday,29,November,2016,59.9,Overcast,"1900 Block Lucina AV Pittsburgh, PA 15210",40.39416552,-79.9938121,Carrick,3
2237,57.0,M,W,M,Tuesday,29,November,2016,59.9,Overcast,"20 Block Nobles LANE Pittsburgh, PA 15210",40.40355991,-79.99095114,Carrick,3
2238,16.0,M,B,M,Tuesday,29,November,2016,59.9,Overcast,"1100 Block N MURTLAND ST PITTSBURGH, PA 15208",40.46041084,-79.90014173,Homewood West,5
2239,38.0,F,W,M,Wednesday,30,November,2016,56.75,Drizzle,"2000 Block Lautner ST Pittsburgh, PA 15212",40.46794196,-79.97885181,Troy Hill,1
2240,22.0,F,B,F,Wednesday,30,November,2016,56.75,Drizzle,"1500 Block Centre AV Pittsburgh, PA 15219",40.44098967,-79.98595,Crawford-Roberts,2
2241,27.0,M,W,M,Wednesday,30,November,2016,56.75,Drizzle,"5100 Block Gloster ST Pittsburgh, PA 15207",40.40677878,-79.94434589,Hazelwood,4
2242,28.0,M,W,M,Wednesday,30,November,2016,56.75,Drizzle,"1400 Block Washington BL Pittsburgh, PA 15206",40.47045991,-79.90854001,Lincoln-Lemington-Belmar,5
2243,29.0,M,W,M,Wednesday,30,November,2016,56.75,Drizzle,"1500 Block Rutherford AV Pittsburgh, PA 15216",40.41286787,-80.02687265,Beechview,6
2244,39.0,M,B,F,Wednesday,30,November,2016,56.75,Drizzle,"1600 Block Arlington AV Pittsburgh, PA 15210",40.41845183,-79.98819735,South Side Slopes,3
2245,25.0,M,B,F,Wednesday,30,November,2016,56.75,Drizzle,"1600 Block Crucible ST Pittsburgh, PA 15220",40.44750233,-80.05178395,Crafton Heights,6
2246,17.0,M,W,F,Wednesday,30,November,2016,56.75,Drizzle,"20 Block Bailey AV Pittsburgh, PA 15211",40.42704913,-80.00446134,Mount Washington,3
2247,23.0,M,W,M,Wednesday,30,November,2016,56.75,Drizzle,"10 Block Terminal WY Pittsburgh, PA 15219",40.42984265,-79.99681744,South Side Flats,3
2248,21.0,M,B,F,Wednesday,30,November,2016,56.75,Drizzle,"Frankstown AV & Hale ST Pittsburgh, PA 15221",40.45515071,-79.8864367,Homewood North,5
2249,28.0,M,B,M,Wednesday,30,November,2016,56.75,Drizzle,"Mt Pleasant RD & East ST Pittsburgh, PA 15214",40.482358399999995,-80.00597596,Perry North,1
2250,39.0,F,W,M,Wednesday,30,November,2016,56.75,Drizzle,"1000 Block E Saw Mill Run BL Pittsburgh, PA 15216",40.42496347,-80.02002968,Beechview,6
2251,24.0,M,W,M,Wednesday,30,November,2016,56.75,Drizzle,"3300 Block Stafford ST Pittsburgh, PA 15204",40.46003597,-80.05461335,Esplen,6
2252,28.0,M,W,M,Wednesday,30,November,2016,56.75,Drizzle,"Woodbine ST & Coleridge ST Pittsburgh, PA 15201",40.48099161,-79.93977492,Stanton Heights,5
2253,33.0,F,W,M,Wednesday,30,November,2016,56.75,Drizzle,"Dunmore ST & Olivant ST Pittsburgh, PA 15206",40.47129542,-79.90186279,Lincoln-Lemington-Belmar,5
2254,31.0,M,W,M,Wednesday,30,November,2016,56.75,Drizzle,"Dunmore ST & Olivant ST Pittsburgh, PA 15206",40.47129542,-79.90186279,Lincoln-Lemington-Belmar,5
2255,37.0,M,B,M,Wednesday,30,November,2016,56.75,Drizzle,"Georgia AV & Onyx WY Pittsburgh, PA 15210",40.40992689,-79.99518224,Knoxville,3
2256,25.0,M,B,M,Wednesday,30,November,2016,56.75,Drizzle,"800 Block Calcutta WY Pittsburgh, PA 15220",40.44161259,-80.04017468,Elliott,6
2257,20.0,F,B,M,Wednesday,30,November,2016,56.75,Drizzle,"1100 Block Adon ST Pittsburgh, PA 15204",40.45387877,-80.06000742,Sheraden,6
2258,27.0,M,W,F,Wednesday,30,November,2016,56.75,Drizzle,"6200 Block Penn AV Pittsburgh, PA 15206",40.46059432,-79.92271679,East Liberty,5
2259,27.0,F,W,F,Thursday,01,December,2016,40.48,Overcast,"1100 Block Brookline BL Pittsburgh, PA 15226",40.39157987,-80.01537871,Brookline,6
2260,26.0,F,B,M,Thursday,01,December,2016,40.48,Overcast,"300 Block Jucunda ST Pittsburgh, PA 15210",40.41708378,-79.99323964,Knoxville,3
2261,17.0,M,W,M,Thursday,01,December,2016,40.48,Overcast,"1100 Block Brownsville RD Pittsburgh, PA 15210",40.40493936,-79.99089923,Carrick,3
2262,30.0,F,B,M,Thursday,01,December,2016,40.48,Overcast,"7600 Block Kelly ST Pittsburgh, PA 15221",40.45394358,-79.89061907,Homewood South,5
2263,22.0,M,B,F,Thursday,01,December,2016,40.48,Overcast,"7100 Block Everton ST Pittsburgh, PA 15206",40.46288431,-79.89240698,Lincoln-Lemington-Belmar,5
2264,45.0,F,B,F,Thursday,01,December,2016,40.48,Overcast,"600 Block 1st AV Pittsburgh, PA 15219",40.43469659,-79.99630099,Central Business District,2
2265,34.0,M,W,F,Thursday,01,December,2016,40.48,Overcast,"600 Block Larose ST Pittsburgh, PA 15226",40.40795248,-80.01425387,Brookline,6
2266,31.0,M,B,M,Thursday,01,December,2016,40.48,Overcast,"1500 Block Woodland AV Pittsburgh, PA 15212",40.46861936,-80.03340542,Marshall-Shadeland,1
2267,44.0,M,B,F,Thursday,01,December,2016,40.48,Overcast,"2100 Block White Hill DR Pittsburgh, PA 15219",40.44827933,-79.98047052,Bedford Dwellings,2
2268,11.0,F,B,M,Thursday,01,December,2016,40.48,Overcast,"6500 Block LILAC ST PITTSBURGH, PA 15217",40.42309123,-79.92373308,Squirrel Hill South,4
2269,17.0,M,W,M,Thursday,01,December,2016,40.48,Overcast,"2400 Block SHADY AV PITTSBURGH, PA 15207",40.43002809,-79.92063357,Squirrel Hill South,4
2270,17.0,M,B,M,Thursday,01,December,2016,40.48,Overcast,"500 Block N HIGHLAND AV PITTSBURGH, PA 15206",40.45301084,-79.92496117,East Liberty,5
2271,16.0,F,B,M,Thursday,01,December,2016,40.48,Overcast,"2400 Block SHADY AV PITTSBURGH, PA 15217",40.43002809,-79.92063357,Squirrel Hill South,4
